アクメシア	Akumesia
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\シャルロットスチル下地.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\シャルロットスチル下地.png
.\res\texture\ニアスチル1.png	.\res\texture\ニアスチル1.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル1.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル1.png
.\res\texture\ニアスチル2.png	.\res\texture\ニアスチル2.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル2.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル2.png
.\res\texture\ニアスチル3.png	.\res\texture\ニアスチル3.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル3.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル3.png
.\res\texture\ニアスチル4.png	.\res\texture\ニアスチル4.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル4.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル4.png
.\res\texture\ニアスチル5.png	.\res\texture\ニアスチル5.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル5.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル5.png
ニアスチル下地	NiaStillBase
.\res\texture\ニアスチル下地.png	.\res\texture\ニアスチル下地.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル下地.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\エロステ\ニアスチル下地.png
ハーレム1	Harem1
.\res\texture\ハーレム1.png	.\res\texture\ハーレム1.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム1.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム1.png
ハーレム2	Harem2
.\res\texture\ハーレム2.png	.\res\texture\ハーレム2.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム2.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム2.png
ハーレム3	Harem3
.\res\texture\ハーレム3.png	.\res\texture\ハーレム3.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム3.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム3.png
ハーレム4	Harem4
.\res\texture\ハーレム4.png	.\res\texture\ハーレム4.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム4.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム4.png
ハーレム5	Harem5
.\res\texture\ハーレム5.png	.\res\texture\ハーレム5.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム5.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム5.png
ハーレム6	Harem6
.\res\texture\ハーレム6.png	.\res\texture\ハーレム6.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム6.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム6.png
ハーレム7	Harem7
.\res\texture\ハーレム7.png	.\res\texture\ハーレム7.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム7.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム7.png
ハーレム8	Harem8
.\res\texture\ハーレム8.png	.\res\texture\ハーレム8.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム8.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\ハーレム\ハーレム8.png
ハーレム	Harem
6	6
7	7
10	10
11	11
14	14
占い背景	FortuneBackground
.\res\texture\占い背景.png	.\res\texture\占い背景.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\占い背景.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\占い背景.png
.\res\texture\ハート.png	.\res\texture\ハート.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\ハート.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\ハート.png
.\res\texture\仮面.png	.\res\texture\仮面.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\仮面.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\仮面.png
.\res\texture\星.png	.\res\texture\星.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\星.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\星.png
.\res\texture\薔薇.png	.\res\texture\薔薇.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\薔薇.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\薔薇.png
占いカード	FortuneCard
カードスライドイン_相手	CardSlideIn_Opponent
カードスライドイン	CardSlideIn
カード静止	CardStill
カード消滅	CardVanish
ハートカード選択	HeartCardSelection
仮面カード選択	MaskCardSelection
星カード選択	StarCardSelection
薔薇カード選択	RoseCardSelection
カード回転開始	CardRotationStart
カード回転開示	CardRotationReveal
占いカード裏	FortuneCardBack
.\res\texture\占いカード裏.png	.\res\texture\占いカード裏.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\占いカード裏.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\占い背景\占いカード裏.png
選択枠	SelectionFrame
.\res\texture\選択枠.png	.\res\texture\選択枠.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\選択枠.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\UI\選択枠.png
アリスデフォルメ	AliceDeformed
.\res\texture\アリス.png	.\res\texture\アリス.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\アリス.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\アリス.png
ココデフォルメ	CocoDeformed
.\res\texture\ココ.png	.\res\texture\ココ.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\ココ.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\ココ.png
シャルデフォルメ	CharlotteDeformed
.\res\texture\シャル.png	.\res\texture\シャル.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\シャル.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\シャル.png
ニアデフォルメ	NiaDeformed
.\res\texture\ニア_2.png	.\res\texture\ニア_2.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\ニア_2.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\ニア_2.png
マリアデフォルメ	MariaDeformed
.\res\texture\マリアデフォルメ.png	.\res\texture\マリアデフォルメ.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\マリアデフォルメ.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\マリアデフォルメ.png
デフォルメ	Deformed
ロード	Load
アリス登場1	Alice Appears 1
.\res\texture\アリス登場1.png	.\res\texture\アリス登場1.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\アリス登場1.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\アリス登場1.png
アリス登場2	Alice Appears 2
.\res\texture\アリス登場2.png	.\res\texture\アリス登場2.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\アリス登場2.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\アリス登場2.png
アリス登場3	Alice Appears 3
.\res\texture\アリス登場3.png	.\res\texture\アリス登場3.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\アリス登場3.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\アリス登場3.png
ココ寄添い1	Coco Snuggling 1
.\res\texture\ココ寄添い1.png	.\res\texture\ココ寄添い1.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ココ寄添い1.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ココ寄添い1.png
ココ寄添い2	Coco Snuggling 2
.\res\texture\ココ寄添い2.png	.\res\texture\ココ寄添い2.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ココ寄添い2.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ココ寄添い2.png
ココ寄添い3	Coco Snuggling 3
.\res\texture\ココ寄添い3.png	.\res\texture\ココ寄添い3.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ココ寄添い3.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ココ寄添い3.png
ココ寄添い4	Coco Snuggling 4
.\res\texture\ココ寄添い4.png	.\res\texture\ココ寄添い4.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ココ寄添い4.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ココ寄添い4.png
シャルロットの覚悟1	Charlotte's Resolve 1
.\res\texture\シャルロットの覚悟1.png	.\res\texture\シャルロットの覚悟1.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\シャルロットの覚悟1.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\シャルロットの覚悟1.png
シャルロットの覚悟2	Charlotte's Resolve 2
.\res\texture\シャルロットの覚悟2.png	.\res\texture\シャルロットの覚悟2.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\シャルロットの覚悟2.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\シャルロットの覚悟2.png
シャルロットの覚悟3	Charlotte's Resolve 3
.\res\texture\シャルロットの覚悟3.png	.\res\texture\シャルロットの覚悟3.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\シャルロットの覚悟3.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\シャルロットの覚悟3.png
シャルロットの覚悟4	Charlotte's Resolve 4
.\res\texture\シャルロットの覚悟4.png	.\res\texture\シャルロットの覚悟4.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\シャルロットの覚悟4.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\シャルロットの覚悟4.png
ニアバニー1	Nia Bunny 1
.\res\texture\ニアバニー1.png	.\res\texture\ニアバニー1.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ニアバニー1.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ニアバニー1.png
ニアバニー2	Nia Bunny 2
.\res\texture\ニアバニー2.png	.\res\texture\ニアバニー2.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ニアバニー2.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ニアバニー2.png
ニアバニー3	Nia Bunny 3
.\res\texture\ニアバニー3.png	.\res\texture\ニアバニー3.png
C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ニアバニー3.png	C:\Users\amako\Documents\SmileBoom\Bakin\新しい伝説\addresource\イベントスチル\スチル\イベントスチル\ニアバニー3.png
